ProductCategory,CustomerCountry,CustomerContinent,Profit
Automotive,Belarus,Europe,3899.74
Home,Belarus,Europe,1552.04
Computers,Colombia,South America,245.28
Jewelery,Greenland,North America,1276.8
Jewelery,Guernsey,Europe,378.35
Health,Mali,Africa,1996.14
Industrial,Saint Helena,Africa,4744.56
Baby,Wallis and Futuna,Oceania,331.2
Automotive,Somalia,Africa,3146.3
Baby,Malta,Europe,4271.34
Books,Haiti,North America,1378.26
Clothing,Comoros,Africa,549.84
Industrial,Portugal,Europe,6675.48
Grocery,Macedonia,Europe,488.52
Games,Marshall Islands,Oceania,3951.4
Music,Saudi Arabia,Asia,506
Toys,Peru,South America,2308.43
Grocery,Vietnam,Asia,1674.27
Toys,Saint Pierre and Miquelon,North America,1103.76
Beauty,Bahamas,North America,3978.8
Home,Sri Lanka,Asia,890.89
Grocery,United Kingdom,Europe,1848.47
Beauty,Cape Verde,Africa,26.88
Computers,North Korea,Asia,1030.41
Health,Albania,Europe,840
Electronics,South Sudan,Africa,246.6
Computers,Democratic Republic of the Congo,Africa,30.6
Electronics,Italy,Europe,1207.82
Shoes,Sudan,Africa,1312.36
Movies,Guatemala,North America,1978.92
Beauty,Montenegro,Europe,218.73
Jewelery,Cocos Islands,Asia,810.26
Toys,Reunion,Africa,373.06
Music,American Samoa,Oceania,6975.21
Automotive,Andorra,Europe,6586.06
Electronics,Micronesia,Oceania,154.98
Outdoors,Vanuatu,Oceania,4918.08
Kids,Turkmenistan,Asia,1804.02
Outdoors,Uganda,Africa,964.18
Garden,Afghanistan,Asia,394.2
Automotive,Liechtenstein,Europe,6979.7
Music,Guinea,Africa,301.04
Toys,Cyprus,Europe,3575.52
Health,Bhutan,Asia,788.64
Computers,Uruguay,South America,1382.45
Kids,Trinidad and Tobago,North America,772.2
Computers,Iceland,Europe,360.81
Beauty,Mali,Africa,179.55
Baby,Cuba,North America,694.62
Automotive,Iceland,Europe,1313.96
Outdoors,Belize,North America,1528.52
Computers,San Marino,Europe,7877.92
Grocery,Saint Lucia,North America,2590.08
Movies,Nigeria,Africa,485.16
Computers,Curacao,North America,197.2
Toys,Samoa,Oceania,1952.7
Shoes,Cameroon,Africa,121.03
Industrial,Jersey,Europe,2216.76
Electronics,Samoa,Oceania,4138.16
Jewelery,Democratic Republic of the Congo,Africa,5793.64
Electronics,Armenia,Asia,3782.3
Books,Ecuador,South America,3365.9
Clothing,South Sudan,Africa,2101.02
Garden,Lesotho,Africa,2071
Computers,Finland,Europe,736.78
Toys,Guatemala,North America,7734.48
Jewelery,Singapore,Asia,4947.8
Industrial,Burkina Faso,Africa,2524.53
Sports,Cayman Islands,North America,2688.12
Baby,Namibia,Africa,4244.4
Industrial,British Virgin Islands,North America,5224.28
Books,Martinique,North America,994.95
Outdoors,Belgium,Europe,3682.62
Baby,United Kingdom,Europe,8450.64
Computers,Guinea-Bissau,Africa,345.92
Jewelery,Canada,North America,673.2
Computers,Colombia,South America,160.38
Baby,Swaziland,Africa,250.64
Games,Poland,Europe,2124.13
Tools,Macao,Asia,113.12
Industrial,Mozambique,Africa,3528
Automotive,Monaco,Europe,1792.8
Electronics,Qatar,Asia,1751.12
Beauty,Wallis and Futuna,Oceania,472.15
Kids,Lithuania,Europe,3147.6
Games,Panama,North America,3347.2
Tools,United States Minor Outlying Islands,Oceania,1147.52
Health,Afghanistan,Asia,7168.79
Electronics,Namibia,Africa,4943.61
Beauty,Gibraltar,Europe,1010.23
Grocery,Chile,South America,1450.53
Shoes,Montserrat,North America,4826.32
Home,Kuwait,Asia,7823.25
Kids,Nepal,Asia,4164.23
Health,United States,North America,148.14
Computers,Guatemala,North America,1020.08
Tools,Spain,Europe,3127.41
Baby,Pitcairn,Oceania,1020.51
Home,Norway,Europe,2162.2
Shoes,El Salvador,North America,111.36
Clothing,United States Minor Outlying Islands,Oceania,4676.66
Music,Bhutan,Asia,1551.55
Toys,Vanuatu,Oceania,5971.65
Shoes,Estonia,Europe,3420.19
Books,Luxembourg,Europe,7580.65
Health,Aland Islands,Europe,384
Automotive,Gambia,Africa,6.46
Music,Estonia,Europe,2656.96
Music,Nepal,Asia,4464.9
Electronics,Bouvet Island,Antarctica,378.1
Outdoors,British Indian Ocean Territory,Asia,7629.96
Sports,Montenegro,Europe,809.75
Beauty,Bahamas,North America,675.22
Shoes,Guinea,Africa,1913.91
Industrial,Belarus,Europe,55.68
Games,Malawi,Africa,497.76
Outdoors,Egypt,Africa,8167.5
Electronics,Hungary,Europe,20.79
Industrial,South Georgia and the South Sandwich Islands,Antarctica,699.74
Music,Paraguay,South America,5009.76
Industrial,Iceland,Europe,962.24
Music,United Kingdom,Europe,665.28
Shoes,East Timor,Oceania,1423.52
Computers,Guinea-Bissau,Africa,285.09
Outdoors,Bulgaria,Europe,790.02
Grocery,Nauru,Oceania,952.56
Automotive,Sudan,Africa,4915.08
Kids,Switzerland,Europe,4936.8
Industrial,Russia,Europe,2291.6
Health,New Zealand,Oceania,1665.3
Beauty,Mauritania,Africa,1755.57
Garden,Uruguay,South America,268.65
Clothing,Saint Barthelemy,North America,2461.6
Grocery,Turkey,Asia,4200.56
Movies,Antarctica,Antarctica,644.98
Garden,Dominican Republic,North America,1324.05
Baby,Poland,Europe,7292.28
Tools,Malawi,Africa,1857.24
Clothing,Czech Republic,Europe,4891.68
Baby,Papua New Guinea,Oceania,239.36
Shoes,Ghana,Africa,469.67
Industrial,Singapore,Asia,3113.55
Kids,Tanzania,Africa,511.29
Computers,Namibia,Africa,138.72
Clothing,Somalia,Africa,1369.64
Jewelery,Spain,Europe,4427.8
Toys,Saudi Arabia,Asia,4770.87
Outdoors,Palau,Oceania,1494.64
Music,United States Minor Outlying Islands,Oceania,23.46
Grocery,Jersey,Europe,4841.79
Toys,Colombia,South America,44.08
Computers,Chile,South America,198
Home,Argentina,South America,55.66
Jewelery,Northern Mariana Islands,Oceania,1871.28
Baby,Saint Kitts and Nevis,North America,1171.77
Grocery,Saint Pierre and Miquelon,North America,220
Jewelery,Kazakhstan,Asia,1085.8
Home,South Africa,Africa,1700.6
Jewelery,Burundi,Africa,3464.25
Automotive,Vanuatu,Oceania,791.21
Baby,Malawi,Africa,2546
Movies,Jamaica,North America,1178.47
Beauty,Mauritius,Africa,4699.44
Tools,Anguilla,North America,7877.6
Music,Jordan,Asia,3625
Shoes,Liberia,Africa,792.4
Industrial,Gambia,Africa,9457.14
Outdoors,Romania,Europe,95.12
Baby,Costa Rica,North America,1390.65
Industrial,Antarctica,Antarctica,992.24
Books,Papua New Guinea,Oceania,2431.65
Tools,Jamaica,North America,3256.2
Automotive,Luxembourg,Europe,1179.29
Outdoors,Vietnam,Asia,189.52
Tools,Chile,South America,978.44
Movies,Angola,Africa,286.65
Sports,Saudi Arabia,Asia,1788.42
Clothing,Bahamas,North America,4890.05
Outdoors,British Virgin Islands,North America,434.92
Shoes,Finland,Europe,2836.05
Games,Bolivia,South America,532.1
Books,Christmas Island,Asia,50.32
Automotive,Finland,Europe,303.31
Movies,Panama,North America,1275.03
Kids,Jamaica,North America,4576.39
Automotive,Kyrgyzstan,Asia,2304.61
Clothing,Libya,Africa,5256.57
Clothing,Montserrat,North America,1309.68
Movies,Bouvet Island,Antarctica,1101.75
Beauty,Japan,Asia,2786.56
Garden,Tanzania,Africa,55.62
Movies,Rwanda,Africa,20.25
Kids,Tuvalu,Oceania,1571.4
Clothing,Trinidad and Tobago,North America,1816.32
Clothing,South Africa,Africa,1022.25
Clothing,Guyana,South America,1892.15
Industrial,Uzbekistan,Asia,6321.18
Sports,Guam,Oceania,4694.76
Home,Namibia,Africa,3984.53
Toys,Norfolk Island,Oceania,2138.5
Toys,Burundi,Africa,4294.44
Movies,Svalbard and Jan Mayen,Europe,3012.68
Baby,Azerbaijan,Asia,4057.52
Baby,Austria,Europe,6811.99
Automotive,Slovenia,Europe,2909.52
Toys,Azerbaijan,Asia,4472.6
Grocery,Saint Vincent and the Grenadines,North America,1340
Baby,Uruguay,South America,1456.99
Games,Guadeloupe,North America,1844.64
Shoes,Zimbabwe,Africa,194
Music,Kenya,Africa,274.12
Clothing,Micronesia,Oceania,5403.84
Electronics,China,Asia,5175.25
Tools,Indonesia,Asia,2720.82
Jewelery,Macao,Asia,1148.1
Kids,Guernsey,Europe,7427.31
Music,Ukraine,Europe,531.06
Health,Lesotho,Africa,468.42
Tools,Maldives,Asia,5429.34
Industrial,Ethiopia,Africa,1202.94
Home,Macedonia,Europe,2616.65
Shoes,Greenland,North America,639.63
Movies,Netherlands,Europe,2403.7
Movies,Cape Verde,Africa,6225.02
Sports,United States Minor Outlying Islands,Oceania,2012.67
Kids,Zimbabwe,Africa,660.66
Baby,Palestinian Territory,Asia,9.18
Garden,Sudan,Africa,375.72
Movies,Macedonia,Europe,4884.33
Electronics,South Africa,Africa,3156.66
Shoes,Malawi,Africa,8843.39
Garden,Israel,Asia,1158.3
Clothing,Mayotte,Africa,521.4
Shoes,Papua New Guinea,Oceania,6012.16
Beauty,Trinidad and Tobago,North America,477.84
Tools,Namibia,Africa,105.12
Sports,Canada,North America,4284.96
Sports,Hungary,Europe,1348.5
Sports,Kiribati,Oceania,2032.24
Electronics,Micronesia,Oceania,405.61
Industrial,Serbia,Europe,2256.24
Baby,Bolivia,South America,365.4
Industrial,Barbados,North America,252.78
Industrial,Saint Pierre and Miquelon,North America,879.41
Computers,Bangladesh,Asia,979.66
Clothing,United Kingdom,Europe,1270.97
Health,Saint Lucia,North America,336.4
Computers,Brunei,Asia,1365.6
Industrial,Madagascar,Africa,2706.8
Automotive,Belgium,Europe,7135.84
Music,Niue,Oceania,3558.43
Industrial,Eritrea,Africa,6137.4
Movies,Kazakhstan,Asia,1904.3
Outdoors,Burkina Faso,Africa,257.58
Electronics,Saint Martin,North America,550.8
Tools,Wallis and Futuna,Oceania,33.64
Kids,Burundi,Africa,208.08
Kids,French Polynesia,Oceania,3254.86
Games,Iran,Asia,2689.56
Kids,Belarus,Europe,6608.69
Toys,Ecuador,South America,2897.95
Music,El Salvador,North America,4688.76
Toys,Cayman Islands,North America,874.16
Music,Turkmenistan,Asia,1588.28
Industrial,Cape Verde,Africa,2662.88
Clothing,Benin,Africa,1894.4
Baby,Faroe Islands,Europe,2689.44
Sports,Dominican Republic,North America,2302.72
Health,Seychelles,Africa,697.84
Toys,Taiwan,Asia,2202.24
Sports,Fiji,Oceania,3148.62
Electronics,Netherlands,Europe,3247.62
Computers,Saint Lucia,North America,2057.51
Garden,Sweden,Europe,3342.84
Beauty,Guinea-Bissau,Africa,852.02
Games,Micronesia,Oceania,531.48
Sports,Kiribati,Oceania,1063.96
Clothing,Pakistan,Asia,638.4
Kids,Tajikistan,Asia,311.36
Sports,Aruba,North America,4030.98
Kids,Oman,Asia,1737.62
Garden,Portugal,Europe,1441.02
Computers,Macedonia,Europe,390.45
Clothing,Micronesia,Oceania,6870.78
Beauty,Anguilla,North America,540.36
Jewelery,Saint Vincent and the Grenadines,North America,2298.96
Electronics,United Arab Emirates,Asia,1542.2
Movies,Malawi,Africa,2597.2
Books,Myanmar,Asia,6598.08
Shoes,Kuwait,Asia,881.28
Baby,Jersey,Europe,6126.7
Books,Qatar,Asia,1999.23
Industrial,Austria,Europe,3659.44
Garden,Bouvet Island,Antarctica,345.8
Baby,Norway,Europe,1266.3
Grocery,Comoros,Africa,3428.18
Industrial,Thailand,Asia,1869.04
Garden,Honduras,North America,959.21
Games,Svalbard and Jan Mayen,Europe,667.88
Garden,Romania,Europe,86.14
Electronics,Cape Verde,Africa,2660.7
Garden,Saint Barthelemy,North America,1615.35
Movies,Thailand,Asia,4323.78
Movies,Rwanda,Africa,3834.03
Books,United States Minor Outlying Islands,Oceania,351.69
Beauty,Paraguay,South America,642.6
Jewelery,United Kingdom,Europe,933.04
Sports,Myanmar,Asia,5642.6
Kids,San Marino,Europe,802.9
Industrial,Nicaragua,North America,4569.18
Home,Luxembourg,Europe,20.23
Baby,Mexico,North America,1036.5
Baby,French Guiana,South America,2230.96
Industrial,Slovenia,Europe,6430.75
Computers,France,Europe,4692
Toys,Israel,Asia,57.33
Health,Benin,Africa,672.84
Baby,Serbia,Europe,2852.92
Industrial,Macao,Asia,376.74
Garden,United States Minor Outlying Islands,Oceania,4688.91
Beauty,Oman,Asia,247.38
Toys,Kyrgyzstan,Asia,1676.76
Automotive,Vatican,Europe,924.3
Clothing,Nepal,Asia,3386.84
Toys,New Caledonia,Oceania,3004.32
Health,Turkmenistan,Asia,1341.44
Outdoors,Sint Maarten,North America,7329.28
Books,Indonesia,Asia,402.56
Automotive,Vanuatu,Oceania,2993.22
Electronics,Canada,North America,5861.24
Clothing,Tonga,Oceania,3312.96
Garden,Puerto Rico,North America,370.44
Shoes,Norway,Europe,3099.25
Tools,Taiwan,Asia,2459.52
Industrial,Brazil,South America,10.85
Home,Laos,Asia,356.7
Industrial,Montserrat,North America,1366.2
Shoes,Saudi Arabia,Asia,1231.56
Tools,Belarus,Europe,6617.7
Toys,French Southern Territories,Antarctica,549.1
Industrial,South Sudan,Africa,5497.47
Tools,Nigeria,Africa,1672.19
Shoes,Bouvet Island,Antarctica,3113.27
Shoes,Central African Republic,Africa,11
Clothing,Lesotho,Africa,66.93
Kids,Falkland Islands,South America,3456.63
Electronics,French Guiana,South America,1719.85
Kids,Sint Maarten,North America,3013.92
Industrial,Israel,Asia,116.56
Garden,Lithuania,Europe,1327.48
Shoes,Iran,Asia,701.25
Movies,Trinidad and Tobago,North America,4103
Movies,Sudan,Africa,4493.34
Sports,Nepal,Asia,428.22
Electronics,Christmas Island,Asia,1640.88
Garden,Czech Republic,Europe,2210.2
Tools,Taiwan,Asia,244.53
Toys,Tajikistan,Asia,391.84
Toys,Palau,Oceania,1997.43
Computers,Georgia,Asia,2069.48
Electronics,Nauru,Oceania,2424.8
Outdoors,Vatican,Europe,647.91
Movies,Yemen,Asia,641.08
Automotive,Uzbekistan,Asia,1329.56
Outdoors,Zambia,Africa,1721.2
Industrial,Qatar,Asia,3078.36
Home,Belgium,Europe,1125
Electronics,Estonia,Europe,1573.2
Garden,Vietnam,Asia,453.23
Shoes,Macedonia,Europe,807.65
Baby,Malawi,Africa,856.17
Garden,Gambia,Africa,1603.08
Shoes,New Zealand,Oceania,2511.21
Home,Algeria,Africa,2834.16
Computers,Burkina Faso,Africa,1527.24
Clothing,French Guiana,South America,1203.79
Home,Turks and Caicos Islands,North America,3210.48
Tools,Dominican Republic,North America,5762.22
Toys,Switzerland,Europe,2262.4
Clothing,Greece,Europe,1450.89
Music,Austria,Europe,177.6
Outdoors,Saint Martin,North America,1458.56
Automotive,Brunei,Asia,951.72
Clothing,Ecuador,South America,2074.59
Grocery,Rwanda,Africa,1081.02
Books,Niue,Oceania,2069.44
Automotive,Singapore,Asia,71.52
Computers,New Caledonia,Oceania,5934.6
Health,Montserrat,North America,102.18
Grocery,Saint Vincent and the Grenadines,North America,1552.67
Home,Ivory Coast,Africa,109.62
Grocery,Saint Lucia,North America,1428.84
Kids,Saint Kitts and Nevis,North America,289.82
Automotive,Afghanistan,Asia,1378.08
Home,Bolivia,South America,2602.39
Books,Christmas Island,Asia,175.68
Electronics,East Timor,Oceania,3341.12
Clothing,Bahamas,North America,6256.7
Music,Turkey,Asia,3821.93
Baby,Turkey,Asia,167
Health,Libya,Africa,6844.56
Sports,Pakistan,Asia,1488.5
Baby,Saint Pierre and Miquelon,North America,1740.8
Beauty,South Africa,Africa,521.14
Baby,Barbados,North America,5177.94
Games,Czech Republic,Europe,7637.32
Electronics,Bahrain,Asia,1268.4
Music,Somalia,Africa,2526.68
Movies,Palau,Oceania,959.18
Movies,Botswana,Africa,6462.99
Garden,Iceland,Europe,787.75
Sports,North Korea,Asia,215.1
Industrial,Curacao,North America,393.24
Books,Namibia,Africa,1733.76
Kids,Colombia,South America,1600.56
Tools,Serbia,Europe,7.04
Computers,Antigua and Barbuda,North America,2384.8
Music,Guam,Oceania,2755.87
Movies,Eritrea,Africa,5102.34
Baby,Chile,South America,3769.92
Grocery,Guyana,South America,7010.05
Jewelery,Venezuela,South America,3824.64
Industrial,Cocos Islands,Asia,2987.04
Books,United Kingdom,Europe,30.52
Sports,Canada,North America,7305.42
Kids,Argentina,South America,441.14
Tools,Cayman Islands,North America,831.21
Jewelery,Greenland,North America,5635.28
Beauty,El Salvador,North America,4689.8
Games,India,Asia,147.5
Books,Niue,Oceania,6436.8
Health,Tokelau,Oceania,1081.86
Tools,Germany,Europe,3737.93
Tools,Greece,Europe,2348.67
Movies,Armenia,Asia,3814.44
Kids,Paraguay,South America,3463.26
Books,Hungary,Europe,1047.84
Beauty,Croatia,Europe,269.28
Clothing,Brunei,Asia,5935.8
Jewelery,Mozambique,Africa,6510.7
Kids,Hong Kong,Asia,840.24
Baby,Grenada,North America,2142.72
Automotive,Russia,Europe,1886.4
Industrial,Northern Mariana Islands,Oceania,2088.44
Clothing,Democratic Republic of the Congo,Africa,968.49
Shoes,Antarctica,Antarctica,2679.3
Toys,Guernsey,Europe,231.03
Garden,Algeria,Africa,4336.08
Clothing,Guyana,South America,217.36
Toys,Uruguay,South America,2067.12
Sports,Kiribati,Oceania,2439.04
Health,Aland Islands,Europe,3860.01
Grocery,New Caledonia,Oceania,163.68
Industrial,Liberia,Africa,1782.27
Home,Switzerland,Europe,90.72
Kids,Sao Tome and Principe,Africa,4865.33
Games,Nepal,Asia,63.84
Grocery,Sudan,Africa,1769.46
Sports,Sweden,Europe,3930.15
Computers,Georgia,Asia,4493.02
Baby,Singapore,Asia,7236.32
Toys,Russia,Europe,1003.94
Computers,Cape Verde,Africa,856.52
Shoes,French Guiana,South America,3166.46
Electronics,Saint Pierre and Miquelon,North America,2294.95
Books,Solomon Islands,Oceania,836.92
Games,Angola,Africa,5087.4
Jewelery,Namibia,Africa,457.2
Shoes,Laos,Asia,5504.7
Grocery,Solomon Islands,Oceania,8115.12
Music,Serbia,Europe,483.34
Clothing,Denmark,Europe,3308.51
Automotive,Turkey,Asia,5837.17
Industrial,Gabon,Africa,156.16
Electronics,Lebanon,Asia,2069.65
Grocery,Trinidad and Tobago,North America,186.83
Movies,Armenia,Asia,1601.95
Music,South Africa,Africa,189.2
Outdoors,Heard Island and McDonald Islands,Antarctica,6672.8
Computers,Chile,South America,4258.17
Kids,Papua New Guinea,Oceania,780.64
Electronics,Somalia,Africa,448.56
Automotive,Eritrea,Africa,960.21
Outdoors,Singapore,Asia,818.12
Games,Turks and Caicos Islands,North America,6027.56
Automotive,Guinea-Bissau,Africa,1874.93
Industrial,Singapore,Asia,808.26
Shoes,Colombia,South America,823.68
Beauty,Luxembourg,Europe,5810.13
Baby,Egypt,Africa,4530.75
Sports,Sri Lanka,Asia,7377.6
Movies,"Bonaire, Saint Eustatius and Saba ",North America,4003.32
Baby,Slovakia,Europe,494.19
Books,South Africa,Africa,547.4
Outdoors,Serbia,Europe,708.08
Electronics,Guadeloupe,North America,1728.72
Industrial,Montserrat,North America,1127.52
Tools,Ecuador,South America,1811.58
Industrial,British Virgin Islands,North America,1928.54
Computers,Iceland,Europe,2924.1
Games,Myanmar,Asia,1679.6
Jewelery,Belize,North America,586.95
Garden,Turkey,Asia,6157.41
Jewelery,Western Sahara,Africa,5070.48
Beauty,Mauritania,Africa,1062.15
Music,Sint Maarten,North America,1540.2
Shoes,Switzerland,Europe,218
Automotive,Indonesia,Asia,839.74
Kids,Pakistan,Asia,514.71
Health,Netherlands,Europe,81.84
Home,Iran,Asia,3689.4
Garden,Micronesia,Oceania,683.1
Games,Nepal,Asia,4855.68
Electronics,Azerbaijan,Asia,1.8
Clothing,Curacao,North America,2985
Jewelery,Madagascar,Africa,4910.45
Electronics,Tanzania,Africa,1442.72
Electronics,Gabon,Africa,1517.28
Movies,Guam,Oceania,4653.54
Tools,Christmas Island,Asia,1018.4
Industrial,Yemen,Asia,218.38
Movies,Kenya,Africa,1066
Tools,Bouvet Island,Antarctica,2658.51
Outdoors,Malta,Europe,587.6
Kids,Vanuatu,Oceania,3186.2
Baby,Anguilla,North America,537.05
Outdoors,Republic of the Congo,Africa,4902.69
Kids,Anguilla,North America,594.22
Kids,Mozambique,Africa,3464
Industrial,Qatar,Asia,4597.32
Toys,Poland,Europe,394
Garden,Costa Rica,North America,2952.05
Tools,Malta,Europe,6315.41
Clothing,Ethiopia,Africa,178.5
Books,Saint Pierre and Miquelon,North America,7186.2
Beauty,Laos,Asia,177
Clothing,Iran,Asia,5344.71
Automotive,United Kingdom,Europe,2549.79
Garden,Antigua and Barbuda,North America,5244
Sports,Tajikistan,Asia,1058.68
Home,Guinea,Africa,8113.17
Toys,Sri Lanka,Asia,3185.73
Music,U.S. Virgin Islands,North America,1904.54
Clothing,Guernsey,Europe,2001.12
Shoes,Slovakia,Europe,7551.45
Electronics,Nigeria,Africa,606.2
Shoes,Solomon Islands,Oceania,2628.31
Electronics,Cape Verde,Africa,6347.12
Clothing,French Polynesia,Oceania,1583.16
